teamName,region,link,rank,rankValue,seriesWins,seriesLosses,gameWins,gameLosses,rank5,rank5Value,playerList,opgg1,opgg2
GT Black,South-east | 1,/lol/teams/10503,Platinum 1,20,4,2,8,4,Diamond 4,21,"['catast999', 'pólygraph', 'Absolutely Dank', 'Depei', 'Chessdude08', 'ECG Aero', 'ArenaTrap']","https://na.op.gg/multi/query=catast999,pólygraph,Absolutely Dank,Depei,Chessdude08,ECG Aero,ArenaTrap,",https://na.op.gg/multi/query=
FAU Talons,South-east | 1,/lol/teams/10529,Platinum 3,18,4,2,8,4,Platinum 1,20,"['Spectér', 'Fossil Dyna', 'adc abc', 'RomeoMalibu', 'UnPykely', 'Renegade Rocky', 'Inudogyasha', 'riptyde911', 'Azùn', 'brax2000', 'High to Low', 'PrismaLink']","https://na.op.gg/multi/query=Spectér,Fossil Dyna,adc abc,RomeoMalibu,UnPykely,Renegade Rocky,Inudogyasha,riptyde911,Azùn,brax2000,","https://na.op.gg/multi/query=High to Low,PrismaLink,"
Esports at Florida State Gold,South-east | 1,/lol/teams/9591,Diamond 4,21,4,1,8,2,Diamond 4,21,"['Twîg', 'MegaBlazeiken', 'nôbody', 'FillyCheezStaik', 'yellow bladez', 'Daigusto', 'Arients', 'King of the Hill']","https://na.op.gg/multi/query=Twîg,MegaBlazeiken,nôbody,FillyCheezStaik,yellow bladez,Daigusto,Arients,King of the Hill,",https://na.op.gg/multi/query=
Esports at Florida State Black,South-east | 1,/lol/teams/9593,Platinum 1,20,4,1,8,2,Diamond 4,21,"['MegaBlazeiken', 'ViathaN GWC', 'ControI', 'Drozsky', 'FSU 6 5 btw', 'kasumu']","https://na.op.gg/multi/query=MegaBlazeiken,ViathaN GWC,ControI,Drozsky,FSU 6 5 btw,kasumu,",https://na.op.gg/multi/query=
GT Gray,South-east | 1,/lol/teams/9776,Platinum 1,20,3,3,7,6,Diamond 3,22,"['Osusu', '4 PEPEGA', 'pólygraph', 'Best Katarina TW', 'Bickor', 'Preliator', 'CNT N1 GeminiJF', 'starcraft addict', 'xxNarcissistxx']","https://na.op.gg/multi/query=Osusu,4 PEPEGA,pólygraph,Best Katarina TW,Bickor,Preliator,CNT N1 GeminiJF,starcraft addict,xxNarcissistxx,",https://na.op.gg/multi/query=
HammerHeads,South-east | 1,/lol/teams/6379,Silver 2,11,2,3,4,6,Platinum 4,17,"['Jin Hun', 'Profezor', 'Rebirth of PaiN', 'BrosukeLevi', 'bekko77', 'Pechuga', 'blola123', 'ComplexGio', 'katia', 'Wezt', 'tupidme']","https://na.op.gg/multi/query=Jin Hun,Profezor,Rebirth of PaiN,BrosukeLevi,bekko77,Pechuga,blola123,ComplexGio,katia,Wezt,","https://na.op.gg/multi/query=tupidme,"
Georgia Tech Orange,South-east | 1,/lol/teams/10382,Platinum 1,20,2,3,4,6,Platinum 1,20,"['Infinium', 'Korean Legend', 'DarkFreaker', 'am syn irl', 'finncepti0n']","https://na.op.gg/multi/query=Infinium,Korean Legend,DarkFreaker,am syn irl,finncepti0n,",https://na.op.gg/multi/query=
Challenger Smurfs,South-east | 1,/lol/teams/10065,Platinum 4,17,2,2,4,5,Platinum 2,19,"['Bard Bard Bárd', 'steveand117', 'Luna Rosendale', 'Arisusu', 'Spidee', 'Pranayfire']","https://na.op.gg/multi/query=Bard Bard Bárd,steveand117,Luna Rosendale,Arisusu,Spidee,Pranayfire,",https://na.op.gg/multi/query=
BarryU Esports LoL,South-east | 1,/lol/teams/10876,Gold 2,15,2,2,4,4,Platinum 2,19,"['LanceplaysLoL', 'iBengal', 'ditto567', 'StraightSarbaje', 'Ownagé', 'Whiskeey Neat', 'Starking00', 'Fémme Fatale']","https://na.op.gg/multi/query=LanceplaysLoL,iBengal,ditto567,StraightSarbaje,Ownagé,Whiskeey Neat,Starking00,Fémme Fatale,",https://na.op.gg/multi/query=
Storm Surge Miami,South-east | 1,/lol/teams/11414,Gold 2,15,0,4,0,8,Platinum 4,17,"['Coola', 'XingZe', 'Da7oom', 'Abzurdah', 'jessicasquid', 'Choco Mints', 'paulwong0418', 'Buddy Shao']","https://na.op.gg/multi/query=Coola,XingZe,Da7oom,Abzurdah,jessicasquid,Choco Mints,paulwong0418,Buddy Shao,",https://na.op.gg/multi/query=
Keiser Seahawks,South-east | 1,/lol/teams/9484,Gold 4,13,0,5,0,10,Platinum 1,20,"['KeiserEsports', 'ArmedChief', 'Bang8ang', 'Roasty', 'Kaihiri', 'BOOM8OOM', 'TSM Holmesburg', 'Cathelia08', 'wo hao lei ya', 'Antonio7']","https://na.op.gg/multi/query=KeiserEsports,ArmedChief,Bang8ang,Roasty,Kaihiri,BOOM8OOM,TSM Holmesburg,Cathelia08,wo hao lei ya,Antonio7,",https://na.op.gg/multi/query=
Georgia Tech Purple,South-east | 1,/lol/teams/10976,No Players Found,0,0,5,0,10,No Players Found,0,[],https://na.op.gg/multi/query=,https://na.op.gg/multi/query=
UofA Open,North-west | 2,/lol/teams/10334,Platinum 2,19,6,0,12,2,Diamond 1,24,"['K00 Smeb', 'Wang Yiren', 'KubixZesty', 'Cyroean Maji', 'AIgorithm', 'Rizzy wan', 'OGC PikaPika', 'Jason A W', 'Siskyo', 'Renguu', 'Delyze', 'Iullaby', '31315926', 'WoShiGarvin', 'thebeginning321']","https://na.op.gg/multi/query=K00 Smeb,Wang Yiren,KubixZesty,Cyroean Maji,AIgorithm,Rizzy wan,OGC PikaPika,Jason A W,Siskyo,Renguu,","https://na.op.gg/multi/query=Delyze,Iullaby,31315926,WoShiGarvin,thebeginning321,"
UBC Open Bot,North-west | 2,/lol/teams/11174,Platinum 1,20,5,0,10,1,Diamond 4,21,"['Trivia Boi', 'WTFmonkey', 'KimKimSenior', 'DarkLones', 'IcyRay', 'Memebox360', 'DARKLASERZ', 'TrophyTroop', 'SnowmanKnight']","https://na.op.gg/multi/query=Trivia Boi,WTFmonkey,KimKimSenior,DarkLones,IcyRay,Memebox360,DARKLASERZ,TrophyTroop,SnowmanKnight,",https://na.op.gg/multi/query=
cwawa and four wards,North-west | 2,/lol/teams/11102,Gold 1,16,5,0,10,1,Diamond 2,23,"['PotatoSkins587', 'Keullala', 'De57', 'Trivia Boi', 'Shin Chin', 'SpaceX', 'Eelmorth', 'Daddy Teddy']","https://na.op.gg/multi/query=PotatoSkins587,Keullala,De57,Trivia Boi,Shin Chin,SpaceX,Eelmorth,Daddy Teddy,",https://na.op.gg/multi/query=
SFU Open League,North-west | 2,/lol/teams/11364,Diamond 4,21,4,1,9,2,Diamond 3,22,"['aMayZheng', 'SupremeKangaroo', 'i am wei', 'Scotiabank', 'the84io', 'pul', 'hi im hungry', 'Souliess']","https://na.op.gg/multi/query=aMayZheng,SupremeKangaroo,i am wei,Scotiabank,the84io,pul,hi im hungry,Souliess,",https://na.op.gg/multi/query=
UAA Esports,North-west | 2,/lol/teams/4037,Platinum 3,18,3,3,6,6,Platinum 2,19,"['UAA Krischan', 'Bunnıe', 'JustKong', 'Eskuhh', 'rybn7', 'Phetsamone']","https://na.op.gg/multi/query=UAA Krischan,Bunnıe,JustKong,Eskuhh,rybn7,Phetsamone,",https://na.op.gg/multi/query=
Banned For Toxicity,North-west | 2,/lol/teams/10583,Platinum 2,19,3,1,6,3,Platinum 2,19,"['puppyinahat', 'Sior', 'disarmingd0nky', 'Jeak', 'Shadoko']","https://na.op.gg/multi/query=puppyinahat,Sior,disarmingd0nky,Jeak,Shadoko,",https://na.op.gg/multi/query=
UBC Open Top,North-west | 2,/lol/teams/11172,Platinum 2,19,2,3,7,7,Diamond 3,22,"['Trivia Boi', 'Iurker', 'Cytotic', 'suhboy', 'Rök', 'NghtRush', 'Trade', 'DarkAngelDestro']","https://na.op.gg/multi/query=Trivia Boi,Iurker,Cytotic,suhboy,Rök,NghtRush,Trade,DarkAngelDestro,",https://na.op.gg/multi/query=
Boise State University White,North-west | 2,/lol/teams/11290,Platinum 1,20,2,4,5,8,Diamond 3,22,"['NotKoba', 'Gïmmick', 'źªçç', 'Madara', 'Thày Giáo Lâm', 'Lelðuch', 'Knight Kerry', 'Setup', 'tehDemonCryed']","https://na.op.gg/multi/query=NotKoba,Gïmmick,źªçç,Madara,Thày Giáo Lâm,Lelðuch,Knight Kerry,Setup,tehDemonCryed,",https://na.op.gg/multi/query=
The Aspired,North-west | 2,/lol/teams/10888,Gold 2,15,2,3,4,7,Platinum 2,19,"['SusanTheChild', 'elysiaal', 'ˇˇˇˇˇˇ', 'CodyDaGuy', 'ICanRageQuit', 'Hashmer', 'likeanepicboss', 'bôji', 'RyanTheMerciful', 'ksteezie']","https://na.op.gg/multi/query=SusanTheChild,elysiaal,ˇˇˇˇˇˇ,CodyDaGuy,ICanRageQuit,Hashmer,likeanepicboss,bôji,RyanTheMerciful,ksteezie,",https://na.op.gg/multi/query=
Team Solid,North-west | 2,/lol/teams/9381,Silver 1,12,2,3,4,6,Silver 1,12,"['Mr Perfecteon', 'Oelyk', 'Carolus Brit', 'Cöbalt', 'Jason Wayne']","https://na.op.gg/multi/query=Mr Perfecteon,Oelyk,Carolus Brit,Cöbalt,Jason Wayne,",https://na.op.gg/multi/query=
Griz JV,North-west | 2,/lol/teams/11019,Gold 1,16,1,5,2,10,Platinum 3,18,"['Jet Jaguar', 'Mavryck', 'Dayze', 'Moon Moonn', 'archer66', 'Ulfrrr', 'Mävrick', 'Goes', 'SIop']","https://na.op.gg/multi/query=Jet Jaguar,Mavryck,Dayze,Moon Moonn,archer66,Ulfrrr,Mävrick,Goes,SIop,",https://na.op.gg/multi/query=
SFU Academy White,North-west | 2,/lol/teams/6951,Platinum 1,20,0,6,1,12,Platinum 1,20,"['Incoming Nerf', 'TempusER 1998', 'PacificProdigy', 'Lullencia', 'Cankatsa', 'lvl 3 pleb', 'ƒangs']","https://na.op.gg/multi/query=Incoming Nerf,TempusER 1998,PacificProdigy,Lullencia,Cankatsa,lvl 3 pleb,ƒangs,",https://na.op.gg/multi/query=
LoL JV,North-west | 2,/lol/teams/6525,Gold 1,16,0,6,1,12,Platinum 4,17,"['Aceofmonsters', 'Michaelmay1999', 'YumSouls', 'Cyan Skunk', 'Bionic Avian', 'Pancakesqq', 'Błess']","https://na.op.gg/multi/query=Aceofmonsters,Michaelmay1999,YumSouls,Cyan Skunk,Bionic Avian,Pancakesqq,Błess,",https://na.op.gg/multi/query=
UBC Judr Group,North-west | 1,/lol/teams/11225,Diamond 4,21,6,0,12,1,Diamond 3,22,"['Trivia Boi', 'Plantie', 'Bradley', 'íZir', 'Zeq', 'Steelguy', 'Toams']","https://na.op.gg/multi/query=Trivia Boi,Plantie,Bradley,íZir,Zeq,Steelguy,Toams,",https://na.op.gg/multi/query=
UBC Open Mid,North-west | 1,/lol/teams/10973,Diamond 3,22,5,1,10,2,Diamond 3,22,"['Trivia Boi', 'Lewd Loli Lover', 'Aiurian Skies', 'lolmanX', 'Ryuma', 'Hoboslovepie', 'Mownm']","https://na.op.gg/multi/query=Trivia Boi,Lewd Loli Lover,Aiurian Skies,lolmanX,Ryuma,Hoboslovepie,Mownm,",https://na.op.gg/multi/query=
SFU Academy Blue,North-west | 1,/lol/teams/6950,Gold 1,16,4,2,10,4,Platinum 4,17,"['Incoming Nerf', 'Lullencia', 'ßread', 'Instalocker', 'Xeryn', 'littlebear8889', 'Gummiworm', 'Voltius']","https://na.op.gg/multi/query=Incoming Nerf,Lullencia,ßread,Instalocker,Xeryn,littlebear8889,Gummiworm,Voltius,",https://na.op.gg/multi/query=
SFU Academy Red,North-west | 1,/lol/teams/5403,Gold 1,16,4,1,9,3,Platinum 1,20,"['Derian', 'Incoming Nerf', 'JK Slapgames', 'Lullencia', 'Yato', 'Hong Shi', 'Armeswar', 'Mârk', 'CrimsomKnight']","https://na.op.gg/multi/query=Derian,Incoming Nerf,JK Slapgames,Lullencia,Yato,Hong Shi,Armeswar,Mârk,CrimsomKnight,",https://na.op.gg/multi/query=
Level Upone,North-west | 1,/lol/teams/9480,Platinum 3,18,3,2,6,5,Platinum 3,18,"['Jim Halpbert', 'PierceBlade', 'iLoveTeemo4Lyfe', 'I Fap To Sneaky', 'yandelenka', 'Swim or Sink']","https://na.op.gg/multi/query=Jim Halpbert,PierceBlade,iLoveTeemo4Lyfe,I Fap To Sneaky,yandelenka,Swim or Sink,",https://na.op.gg/multi/query=
Uvic Ocean,North-west | 1,/lol/teams/10218,Gold 2,15,2,1,4,2,Diamond 4,21,"['Ciancy', 'Supercomic', 'Fujimagari', 'OHydroxide', 'LAST Badwoman', 'Kira Kuin', 'ßipolar ßear', 'Bhavan']","https://na.op.gg/multi/query=Ciancy,Supercomic,Fujimagari,OHydroxide,LAST Badwoman,Kira Kuin,ßipolar ßear,Bhavan,",https://na.op.gg/multi/query=
Webfoots,North-west | 1,/lol/teams/11275,Gold 4,13,1,4,2,8,Gold 2,15,"['thicccpoppy', 'Sevenfold xd', 'SkellyBro', 'hwut', 'K3 Pixel', 'Yoshiboss68']","https://na.op.gg/multi/query=thicccpoppy,Sevenfold xd,SkellyBro,hwut,K3 Pixel,Yoshiboss68,",https://na.op.gg/multi/query=
UBC Just OK,North-west | 1,/lol/teams/10535,Gold 1,16,1,3,2,6,Platinum 3,18,"['BlackKaito', 'NullMega', 'polarîs', 'Snow Day Zoe', 'moppy1234', 'Golden December', 'Sylvurn', 'Argøs', 'Smartystnap', 'KiritoShimura242']","https://na.op.gg/multi/query=BlackKaito,NullMega,polarîs,Snow Day Zoe,moppy1234,Golden December,Sylvurn,Argøs,Smartystnap,KiritoShimura242,",https://na.op.gg/multi/query=
SEATTLE UNIVERSITY ESPORTS,North-west | 1,/lol/teams/7875,Gold 3,14,1,4,2,8,Diamond 4,21,"['UrPalAl', 'TheMexican521', 'light2046', 'Darnimcool', 'Gavín', 'Detective Teemø', 'Boopdahoop', 'Cônnor', 'Lyter', 'Telephonic', 'NotReallyBrad', 'Nitroxious', 'DigDugCD620', 'Múdkip', 'seo youjong', 'Prometheus Bound']","https://na.op.gg/multi/query=UrPalAl,TheMexican521,light2046,Darnimcool,Gavín,Detective Teemø,Boopdahoop,Cônnor,Lyter,Telephonic,","https://na.op.gg/multi/query=NotReallyBrad,Nitroxious,DigDugCD620,Múdkip,seo youjong,Prometheus Bound,"
PC Pirates LOL,North-west | 1,/lol/teams/10799,Silver 3,10,1,4,2,8,Silver 3,10,"['SteelShot', 'Pizzuto', 'deadbearmat', 'coachmorrow', 'luke575']","https://na.op.gg/multi/query=SteelShot,Pizzuto,deadbearmat,coachmorrow,luke575,",https://na.op.gg/multi/query=
UBC Open Nexus,North-west | 1,/lol/teams/11175,Platinum 2,19,0,3,0,6,Platinum 1,20,"['Subluxe', 'iamhaans', 'Trivia Boi', 'imtwelve69', 'gam3r186', 'Louie Wu', 'Apathy Man', 'Renyxify']","https://na.op.gg/multi/query=Subluxe,iamhaans,Trivia Boi,imtwelve69,gam3r186,Louie Wu,Apathy Man,Renyxify,",https://na.op.gg/multi/query=
UBCOgopogo,North-west | 1,/lol/teams/7625,Silver 1,12,0,3,0,6,Gold 2,15,"['Quari', 'EpicSaxGandalf', 'BlackKaito', 'CyanShrooms', 'NullMega', 'shadowcat212', 'polarîs']","https://na.op.gg/multi/query=Quari,EpicSaxGandalf,BlackKaito,CyanShrooms,NullMega,shadowcat212,polarîs,",https://na.op.gg/multi/query=
St. Ambrose LoL Bees,North-west | 1,/lol/teams/9547,Gold 1,16,0,0,0,0,Platinum 1,20,"['yuiop777', 'cNuclear', 'Pekls', 'riversided', 'dafliegs', 'dufko']","https://na.op.gg/multi/query=yuiop777,cNuclear,Pekls,riversided,dafliegs,dufko,",https://na.op.gg/multi/query=
Ember ETS,North-east | 8,/lol/teams/8874,Diamond 1,24,6,0,12,0,Master,25,"['PDog', 'Pooky wan kenobi', 'Zalty', 'jte pew ds lanus', 'nothinghere', 'Binkie', 'star shopping']","https://na.op.gg/multi/query=PDog,Pooky wan kenobi,Zalty,jte pew ds lanus,nothinghere,Binkie,star shopping,",https://na.op.gg/multi/query=
ETS Quake,North-east | 8,/lol/teams/10967,Platinum 2,19,5,1,10,3,Platinum 1,20,"['wanted313', 'Aštarte', 'TheFluffyOne', 'Konckey Dong', 'Je suis Baguette', 'Kinaruzo', 'Ic3Tag']","https://na.op.gg/multi/query=wanted313,Aštarte,TheFluffyOne,Konckey Dong,Je suis Baguette,Kinaruzo,Ic3Tag,",https://na.op.gg/multi/query=
RWU esports,North-east | 8,/lol/teams/9695,Gold 1,16,4,1,8,3,Gold 1,16,"['X307', 'JWARRIOR1', 'The Tuccinator', 'rockman6116', 'Greek Marine']","https://na.op.gg/multi/query=X307,JWARRIOR1,The Tuccinator,rockman6116,Greek Marine,",https://na.op.gg/multi/query=
ETS Frost,North-east | 8,/lol/teams/10831,Diamond 3,22,4,0,8,1,Diamond 3,22,"['Poussifeu', 'Xelsaid', 'ƒencekeeper', 'Pereira04', 'Senketsu13', 'WoldieNA']","https://na.op.gg/multi/query=Poussifeu,Xelsaid,ƒencekeeper,Pereira04,Senketsu13,WoldieNA,",https://na.op.gg/multi/query=
UdeM E-Sports B,North-east | 8,/lol/teams/11025,Platinum 3,18,3,2,6,4,Diamond 3,22,"['UdeM pray', 'UdeM ChmpBobette', 'UdeM PrettyFlako', 'UdeM bladenes', 'UdeM Nodrix', 'UdeM tigab']","https://na.op.gg/multi/query=UdeM pray,UdeM ChmpBobette,UdeM PrettyFlako,UdeM bladenes,UdeM Nodrix,UdeM tigab,",https://na.op.gg/multi/query=
SNHU Esports,North-east | 8,/lol/teams/9183,Platinum 1,20,2,3,5,6,Diamond 3,22,"['Mistrust', 'Natlus', 'bloodyTX', 'MrReeno', 'Stillman', 'TheRavensNest', 'cakejed', 'Børnstellar', 'Citamotua']","https://na.op.gg/multi/query=Mistrust,Natlus,bloodyTX,MrReeno,Stillman,TheRavensNest,cakejed,Børnstellar,Citamotua,",https://na.op.gg/multi/query=
Div II McGill XIX,North-east | 8,/lol/teams/9887,Platinum 1,20,2,2,5,4,Diamond 3,22,"['Brsn', 'iamavila', 'Zaigok', 'Princess Belle', 'My AD Big Poopoo', 'Mite', 'OGMB', 'DEAL0010', 'getinmyrustyvan', 'Deadroses']","https://na.op.gg/multi/query=Brsn,iamavila,Zaigok,Princess Belle,My AD Big Poopoo,Mite,OGMB,DEAL0010,getinmyrustyvan,Deadroses,",https://na.op.gg/multi/query=
UVM Poro Legends,North-east | 8,/lol/teams/9888,Gold 1,16,2,3,4,6,Diamond 4,21,"['Macro xD', 'TheSphere', 'PyroCryptic', 'Alannah', 'Kappa Prıde', 'Hyperphania', 'Big Wudong', 'Acester404', 'Brother Monk', 'Rorigard', 'ShockbIade']","https://na.op.gg/multi/query=Macro xD,TheSphere,PyroCryptic,Alannah,Kappa Prıde,Hyperphania,Big Wudong,Acester404,Brother Monk,Rorigard,","https://na.op.gg/multi/query=ShockbIade,"
URI Royals,North-east | 8,/lol/teams/2167,Gold 3,14,1,4,2,8,Diamond 4,21,"['ASKII', 'galviatow', 'unownreality', 'Liquid Nitrogen', 'Khärma', 'EmperorTantatine', 'Theredorn', 'Zolla22', 'BGoodies', '3x3', 'Çheech', 'dirtieboy', 'URI Jator', 'Skipper257', 'cooooookie', 'Is It Shaved']","https://na.op.gg/multi/query=ASKII,galviatow,unownreality,Liquid Nitrogen,Khärma,EmperorTantatine,Theredorn,Zolla22,BGoodies,3x3,","https://na.op.gg/multi/query=Çheech,dirtieboy,URI Jator,Skipper257,cooooookie,Is It Shaved,"
FPU League,North-east | 8,/lol/teams/7607,Silver 2,11,1,3,2,6,Gold 2,15,"['AFKcat', 'BlueEyesKnight', 'Dranathos', 'FPU Myto', 'S Black Eye S', 'Lakalive', 'Aquatica']","https://na.op.gg/multi/query=AFKcat,BlueEyesKnight,Dranathos,FPU Myto,S Black Eye S,Lakalive,Aquatica,",https://na.op.gg/multi/query=
Bates Academics,North-east | 8,/lol/teams/9428,Platinum 4,17,0,4,1,8,Platinum 4,17,"['nrj6490', 'Stride', 'ChinesePowr4Life', 'Walrein', 'Nat30', '7153']","https://na.op.gg/multi/query=nrj6490,Stride,ChinesePowr4Life,Walrein,Nat30,7153,",https://na.op.gg/multi/query=
CMCC Team A,North-east | 8,/lol/teams/9601,Gold 4,13,0,4,0,8,Platinum 4,17,"['Lvl100 Scorbunny', 'Aloodir', 'Alimaura', 'zackkimbo', 'Dragonking231', 'Rhaz zix', 'GravesShouldJuul', 'Metternich', 'Sl4ughter']","https://na.op.gg/multi/query=Lvl100 Scorbunny,Aloodir,Alimaura,zackkimbo,Dragonking231,Rhaz zix,GravesShouldJuul,Metternich,Sl4ughter,",https://na.op.gg/multi/query=
Bates Challengers,North-east | 8,/lol/teams/9427,Gold 2,15,0,3,0,6,Gold 2,15,"['nrj6490', 'xXNTheRipperXx', 'Whip De Chi', 'Not into pirate', 'MrPupples']","https://na.op.gg/multi/query=nrj6490,xXNTheRipperXx,Whip De Chi,Not into pirate,MrPupples,",https://na.op.gg/multi/query=
Ets Spark,North-east | 7,/lol/teams/10727,Diamond 3,22,6,0,12,4,Diamond 3,22,"['Oh Leee Fuk', 'Zip The Zap', 'Le Bën', 'Yaaosai', 'Docanimo']","https://na.op.gg/multi/query=Oh Leee Fuk,Zip The Zap,Le Bën,Yaaosai,Docanimo,",https://na.op.gg/multi/query=
Kryzlx Esports,North-east | 7,/lol/teams/11351,Platinum 4,17,5,1,11,3,Diamond 2,23,"['Dsfalk', 'Iphonefreak999', 'm0Rn', 'footballn11', 'xXChumpBucketXx', 'RogueMasquerader', 'Fruity Hacker', 'ConstantinValdor', 'EzreAlan', 'Tangyouverymuch', 'FlamaJ', 'EzLyfe']","https://na.op.gg/multi/query=Dsfalk,Iphonefreak999,m0Rn,footballn11,xXChumpBucketXx,RogueMasquerader,Fruity Hacker,ConstantinValdor,EzreAlan,Tangyouverymuch,","https://na.op.gg/multi/query=FlamaJ,EzLyfe,"
Becker White,North-east | 7,/lol/teams/11503,Gold 3,14,4,1,9,2,Gold 3,14,"['bowlerjoe', 'Kct1 Yaakov', 'djfigs25', 'Łukê', 'Your Bartender']","https://na.op.gg/multi/query=bowlerjoe,Kct1 Yaakov,djfigs25,Łukê,Your Bartender,",https://na.op.gg/multi/query=
RU SCREW,North-east | 7,/lol/teams/11369,Diamond 4,21,4,1,8,4,Diamond 3,22,"['Lee Sunho', 'SupahV7', 'Fire and BIood', 'Utopia', 'Social Media', 'Haifuri', 'Sea Of Thieves']","https://na.op.gg/multi/query=Lee Sunho,SupahV7,Fire and BIood,Utopia,Social Media,Haifuri,Sea Of Thieves,",https://na.op.gg/multi/query=
Yale's OP Kayle,North-east | 7,/lol/teams/10445,Platinum 4,17,3,2,7,4,Platinum 4,17,"['alcrazy', 'Pho King Hell', 'Muffintopper66', 'Aurephelia', 'Big Chang Theory', 'Korobasne']","https://na.op.gg/multi/query=alcrazy,Pho King Hell,Muffintopper66,Aurephelia,Big Chang Theory,Korobasne,",https://na.op.gg/multi/query=
Northeastern Justice,North-east | 7,/lol/teams/9948,Platinum 4,17,3,2,7,5,Platinum 1,20,"['Bravø', 'FlyingHippo2', 'SKT T69 Faker', 'catgirl loli', 'Sparkbeat', 'Underaged Rat', 'Deadly Snare', 'SmohknJefreys', 'iHeartWessy']","https://na.op.gg/multi/query=Bravø,FlyingHippo2,SKT T69 Faker,catgirl loli,Sparkbeat,Underaged Rat,Deadly Snare,SmohknJefreys,iHeartWessy,",https://na.op.gg/multi/query=
Jason bOrnn,North-east | 7,/lol/teams/8793,Platinum 3,18,2,4,6,8,Diamond 4,21,"['T W', 'Redstrike929', 'Pheonixwish', 'Galactic Emperor', 'Blaste', 'Mister Krabs', '9S is best boy', 'Roycxz', 'B1ueRos3', 'Kevinnub']","https://na.op.gg/multi/query=T W,Redstrike929,Pheonixwish,Galactic Emperor,Blaste,Mister Krabs,9S is best boy,Roycxz,B1ueRos3,Kevinnub,",https://na.op.gg/multi/query=
Better Mid Wins,North-east | 7,/lol/teams/10437,Platinum 4,17,2,3,5,6,Platinum 4,17,"['Slubby', 'FluttR', 'SkyStruck', 'Translucent Dawn', 'luliang', 'rice will do']","https://na.op.gg/multi/query=Slubby,FluttR,SkyStruck,Translucent Dawn,luliang,rice will do,",https://na.op.gg/multi/query=
CCSU White,North-east | 7,/lol/teams/4790,Gold 2,15,2,4,4,8,Gold 1,16,"['TMorgs', 'evilrunic', 'JayvisAwe', 'Mr Neopolitan', 'XxInstinctxX', 'Qaera', 'killencrab']","https://na.op.gg/multi/query=TMorgs,evilrunic,JayvisAwe,Mr Neopolitan,XxInstinctxX,Qaera,killencrab,",https://na.op.gg/multi/query=
SHU Open,North-east | 7,/lol/teams/6866,Platinum 4,17,1,3,3,6,Platinum 3,18,"['DripDroppin', 'gamefanatic1', 'InsaneSouls', 'KimJongPhill', 'ªndrew', 'HKingChard', 'An Ikea Bed']","https://na.op.gg/multi/query=DripDroppin,gamefanatic1,InsaneSouls,KimJongPhill,ªndrew,HKingChard,An Ikea Bed,",https://na.op.gg/multi/query=
Five Man Mid,North-east | 7,/lol/teams/11208,Platinum 4,17,1,2,2,4,Diamond 4,21,"['DiamondAatrox', 'kevinhonglol', 'Korobasne', 'Tekniq', 'iHalcyonK', 'Yugi Mototodile', 'Kaoisa']","https://na.op.gg/multi/query=DiamondAatrox,kevinhonglol,Korobasne,Tekniq,iHalcyonK,Yugi Mototodile,Kaoisa,",https://na.op.gg/multi/query=
UNewHaven Gold,North-east | 7,/lol/teams/9989,Silver 3,10,0,5,0,10,Gold 4,13,"['TheJonSmith', 'itchycolon', 'Yonagi Kei', 'Katsuo Yuko', 'Solomon122', 'Yami Deku', 'Shadowfang7875']","https://na.op.gg/multi/query=TheJonSmith,itchycolon,Yonagi Kei,Katsuo Yuko,Solomon122,Yami Deku,Shadowfang7875,",https://na.op.gg/multi/query=
Thicc Boys Incorporated,North-east | 7,/lol/teams/10246,Platinum 4,17,0,5,0,10,Platinum 1,20,"['Slubby', 'Yizook', 'True Lover', 'H1GHR', 'CRZephyr', 'Lan biu biu', 'AnYu']","https://na.op.gg/multi/query=Slubby,Yizook,True Lover,H1GHR,CRZephyr,Lan biu biu,AnYu,",https://na.op.gg/multi/query=
RIT Esports JV,North-east | 6,/lol/teams/11443,Diamond 2,23,6,0,12,0,Diamond 1,24,"['iamiuru2', 'Oracra', 'Pwn3d12345', 'Massiveboobgf', 'An Angry Cupcake', 'TheSageOfPaths', 'kiet1v9', 'HeadSpace', 'RM UP']","https://na.op.gg/multi/query=iamiuru2,Oracra,Pwn3d12345,Massiveboobgf,An Angry Cupcake,TheSageOfPaths,kiet1v9,HeadSpace,RM UP,",https://na.op.gg/multi/query=
Hofstra Esports Blue,North-east | 6,/lol/teams/11436,Gold 1,16,5,1,11,3,Platinum 2,19,"['adami28', 'Spawns', '0rcus', 'LancerFourK', 'mantoe', 'badboykilleraz', 'AmerZZZ']","https://na.op.gg/multi/query=adami28,Spawns,0rcus,LancerFourK,mantoe,badboykilleraz,AmerZZZ,",https://na.op.gg/multi/query=
Peanut Butter and Jealous,North-east | 6,/lol/teams/11093,Platinum 3,18,5,1,10,3,Diamond 3,22,"['McSlap', 'Pyfernix', 'Project Requiem', 'roastporkfon', 'FrostyIguana', 'Yanney', 'InfernalEternity', 'ACherryBlossom', 'SniffNinja', 'ShameOnYu']","https://na.op.gg/multi/query=McSlap,Pyfernix,Project Requiem,roastporkfon,FrostyIguana,Yanney,InfernalEternity,ACherryBlossom,SniffNinja,ShameOnYu,",https://na.op.gg/multi/query=
